Measurement time	Rn222 (Bq/m3) AG2078  [DVD]	Data quality ALGU () AG2078  [DVD]	System quality ALGU () AG2078  [DVD]	Reloc channel/Marker () AG2078  [DVD]	Add 1.0 function for Rn222+error in Bq AG2078  [DVD] (Bqm3) 	Add 1.0 function for Temperature �C AG2078  [DVD] (C) 	Add 1.0 function for Air pressure mbar AG2078  [DVD] (mbar) 	Add 1.0 function for Humidity rel.% AG2078  [DVD] (%)						
03/08/2025 10:20:00	44				23	22,3	885,1	47,5
03/08/2025 10:30:00	71				29	22,1	885,2	47,0
03/08/2025 10:40:00	49				23	22,4	885,2	47,0
03/08/2025 10:50:00	83				31	22,4	885,4	46,0
03/08/2025 11:00:00	93				33	22,4	885,4	47,0
03/08/2025 11:10:00	117				38	22,3	885,5	47,0
03/08/2025 11:20:00	54				25	22,1	885,5	46,0
03/08/2025 11:30:00	52				24	22,4	885,5	46,3
03/08/2025 11:40:00	48				22	22,4	885,6	46,5
03/08/2025 11:50:00	106				35	22,3	885,5	46,0
03/08/2025 12:00:00	53				24	22,1	885,6	46,0
03/08/2025 12:10:00	112				36	22,4	885,5	46,0
03/08/2025 12:20:00	91				33	22,4	885,6	46,3
03/08/2025 12:30:00	64				27	22,3	885,5	46,5
03/08/2025 12:40:00	99				35	22,1	885,3	45,5
03/08/2025 12:50:00	67				28	22,3	885,4	46,0
03/08/2025 13:00:00	49				23	22,5	885,3	45,3
03/08/2025 13:10:00	79				30	22,4	885,4	46,0
03/08/2025 13:20:00	34				18	22,1	885,4	44,8
03/08/2025 13:30:00	49				21	22,3	885,4	44,8
03/08/2025 13:40:00	74				27	22,4	885,4	45,0
03/08/2025 13:50:00	112				36	22,4	885,5	45,5
03/08/2025 14:00:00	71				28	22,3	885,4	45,0
03/08/2025 14:10:00	106	[PREA]			36	22,1	885,4	44,3
03/08/2025 14:20:00	118	[PREA]			38	22,4	885,4	44,8
03/08/2025 14:30:00	51				25	22,4	885,5	43,8
03/08/2025 14:40:00	118				38	22,4	885,5	44,3
03/08/2025 14:50:00	93				35	22,1	885,5	44,3
03/08/2025 15:00:00	84				33	22,3	885,5	44,5
03/08/2025 15:10:00	81				32	22,4	885,6	44,3
03/08/2025 15:20:00	57				26	22,4	885,6	44,0
03/08/2025 15:30:00	93				34	22,1	885,5	43,8
03/08/2025 15:40:00	80				31	22,3	885,5	44,3
03/08/2025 15:50:00	73				30	22,4	885,6	44,8
03/08/2025 16:00:00	74				30	22,4	885,5	44,8
03/08/2025 16:10:00	71				29	22,3	885,5	44,8
03/08/2025 16:20:00	52				24	22,1	885,4	44,3
03/08/2025 16:30:00	86				31	22,3	885,4	44,3
03/08/2025 16:40:00	50				23	22,4	885,5	43,8
03/08/2025 16:50:00	92				32	22,4	885,4	45,0
03/08/2025 17:00:00	125				38	22,1	885,4	44,8
03/08/2025 17:10:00	72				30	22,3	885,5	45,3
03/08/2025 17:20:00	120				38	22,5	885,5	45,3
03/08/2025 17:30:00	50				25	22,5	885,8	46,0
03/08/2025 17:40:00	136				40	22,3	885,6	46,5
03/08/2025 17:50:00	109				38	22,1	885,7	46,0
03/08/2025 18:00:00	76				32	22,4	885,7	46,0
03/08/2025 18:10:00	98				36	22,5	885,7	46,0
03/08/2025 18:20:00	93				36	22,4	885,8	46,5
03/08/2025 18:30:00	117				39	22,3	885,7	47,5
03/08/2025 18:40:00	109				38	22,3	885,7	47,0
03/08/2025 18:50:00	45				25	22,4	885,9	47,0
03/08/2025 19:00:00	54				25	22,4	886,1	48,0
03/08/2025 19:10:00	54				25	22,3	886,2	48,0
03/08/2025 19:20:00	93				33	22,3	886,2	48,0
03/08/2025 19:30:00	134				39	22,5	886,2	48,0
03/08/2025 19:40:00	76				31	22,5	886,3	48,5
03/08/2025 19:50:00	93				35	22,3	886,3	49,5
03/08/2025 20:00:00	107				45	22,1	886,3	50,0
03/08/2025 20:10:00	81				33	22,4	886,6	49,0
03/08/2025 20:20:00	103				37	22,5	886,6	50,0
03/08/2025 20:30:00	49				25	22,4	886,7	50,3
03/08/2025 20:40:00	68				28	22,3	886,6	50,3
03/08/2025 20:50:00	78				31	22,3	886,7	50,5
03/08/2025 21:00:00	81				31	22,5	886,8	50,3
03/08/2025 21:10:00	78				31	22,5	887,0	50,0
03/08/2025 21:20:00	82				31	22,3	887,2	50,3
03/08/2025 21:30:00	102				36	22,1	887,1	50,8
03/08/2025 21:40:00	90				34	22,3	887,2	50,8
03/08/2025 21:50:00	58				26	22,5	887,3	50,0
03/08/2025 22:00:00	64				27	22,4	887,3	51,0
03/08/2025 22:10:00	92				33	22,3	887,5	51,3
03/08/2025 22:20:00	64				27	22,3	887,5	51,8
03/08/2025 22:30:00	59				25	22,5	887,6	50,3
03/08/2025 22:40:00	74				29	22,4	887,8	50,8
03/08/2025 22:50:00	86				31	22,3	887,9	50,3
03/08/2025 23:00:00	100				35	22,1	887,8	51,5
03/08/2025 23:10:00	54				25	22,3	887,9	50,8
03/08/2025 23:20:00	81				31	22,5	887,9	50,3
03/08/2025 23:30:00	59				25	22,4	888,0	51,3
03/08/2025 23:40:00	64				26	22,3	888,1	50,8
03/08/2025 23:50:00	115				37	22,1	888,2	51,8
04/08/2025	68				28	22,3	888,1	50,8
04/08/2025 0:10:00	83				31	22,5	888,2	50,3
04/08/2025 0:20:00	114				37	22,4	888,0	51,3
04/08/2025 0:30:00	98				36	22,3	887,8	51,3
04/08/2025 0:40:00	103				37	22,3	887,9	50,8
04/08/2025 0:50:00	102				37	22,4	888,0	50,8
04/08/2025 1:00:00	104				37	22,4	888,0	50,8
04/08/2025 1:10:00	53				26	22,3	887,9	51,3
04/08/2025 1:20:00	136				40	22,1	887,9	51,3
04/08/2025 1:30:00	93				45	22,4	887,8	50,8
04/08/2025 1:40:00	62				29	22,5	887,7	50,3
04/08/2025 1:50:00	84				33	22,4	887,7	51,3
04/08/2025 2:00:00	104				37	22,3	887,5	50,8
04/08/2025 2:10:00	121				39	22,3	887,3	50,8
04/08/2025 2:20:00	78				33	22,5	887,1	50,8
04/08/2025 2:30:00	57				27	22,4	887,0	50,3
04/08/2025 2:40:00	156				42	22,3	886,9	50,8
04/08/2025 2:50:00	88				36	22,1	886,9	50,5
04/08/2025 3:00:00	113				39	22,3	886,8	49,8
04/08/2025 3:10:00	47				25	22,5	886,9	49,5
04/08/2025 3:20:00	80				32	22,4	887,0	49,0
04/08/2025 3:30:00	112				38	22,3	886,9	49,8
04/08/2025 3:40:00	64				29	22,1	886,8	50,0
04/08/2025 3:50:00	78				31	22,4	886,8	49,0
04/08/2025 4:00:00	41				21	22,5	886,8	48,0
04/08/2025 4:10:00	117				37	22,3	886,7	48,5
04/08/2025 4:20:00	69				29	22,1	886,8	48,0
04/08/2025 4:30:00	102				36	22,1	886,8	47,0
04/08/2025 4:40:00	58				26	22,4	886,9	46,8
04/08/2025 4:50:00	78				31	22,4	886,9	47,0
04/08/2025 5:00:00	82				31	22,3	887,0	46,0
04/08/2025 5:10:00	71				29	22,1	887,0	46,0
04/08/2025 5:20:00	114				37	22,3	887,0	45,5
04/08/2025 5:30:00	86				33	22,4	887,0	45,3
04/08/2025 5:40:00	73				30	22,4	886,9	45,5
04/08/2025 5:50:00	73				30	22,1	886,8	44,3
04/08/2025 6:00:00	57				25	22,3	886,8	44,3
04/08/2025 6:10:00	69				28	22,4	886,8	43,3
04/08/2025 6:20:00	89				32	22,4	886,8	43,8
04/08/2025 6:30:00	133				39	22,3	886,8	43,3
04/08/2025 6:40:00	92				35	22,1	887,0	43,5
04/08/2025 6:50:00	123	[PREA]			39	22,4	886,9	43,8
04/08/2025 7:00:00	102	[PREA]			37	22,4	887,1	42,3
04/08/2025 7:10:00	52				26	22,3	887,2	42,8
04/08/2025 7:20:00	39				21	22,1	887,0	42,8
04/08/2025 7:30:00	80				31	22,3	887,3	42,3
04/08/2025 7:40:00	162				42	22,4	887,4	42,3
04/08/2025 7:50:00	48				25	22,4	887,3	41,8
04/08/2025 8:00:00	146				41	22,1	887,3	41,8
04/08/2025 8:10:00	62				29	22,3	887,3	41,5
04/08/2025 8:20:00	99				36	22,4	887,3	41,3
04/08/2025 8:30:00	55				26	22,4	887,5	42,3
04/08/2025 8:40:00	115				38	22,3	887,4	42,3
04/08/2025 8:50:00	69				30	22,3	887,5	41,8
04/08/2025 9:00:00	109				37	22,4	887,4	41,8
04/08/2025 9:10:00	69				30	22,4	887,6	42,3
04/08/2025 9:20:00	68				29	22,1	887,7	42,8
04/08/2025 9:30:00	123				39	22,1	887,6	43,0
04/08/2025 9:40:00	106				37	22,4	887,6	42,8
04/08/2025 9:50:00	84				34	22,4	887,6	42,8
04/08/2025 10:00:00	152				42	22,3	887,8	42,8
04/08/2025 10:10:00	89				36	22,3	887,6	42,8
04/08/2025 10:20:00	103				38	22,4	887,6	42,8
04/08/2025 10:30:00	44				25	22,4	887,7	42,8
04/08/2025 10:40:00	95				36	22,4	887,6	42,8
04/08/2025 10:50:00	94				36	22,1	887,4	42,8
04/08/2025 11:00:00	129				40	22,3	887,4	42,8
04/08/2025 11:10:00	85				35	22,4	887,6	43,3
04/08/2025 11:20:00	103				37	22,4	887,6	43,8
04/08/2025 11:30:00	58				28	22,3	887,5	43,8
04/08/2025 11:40:00	115				38	22,3	887,6	43,3
04/08/2025 11:50:00	66				30	22,4	887,4	43,3
04/08/2025 12:00:00	76				31	22,4	887,3	44,3
04/08/2025 12:10:00	61				27	22,3	887,0	44,8
04/08/2025 12:20:00	120				38	22,3	887,0	44,3
04/08/2025 12:30:00	99				36	22,3	886,9	43,8
04/08/2025 12:40:00	90				35	22,4	887,2	43,3
04/08/2025 12:50:00	126				39	22,4	887,1	44,3
04/08/2025 13:00:00	101				37	22,3	887,0	44,0
